Reviewer Name,Review Title,Place of Review,Up Votes,Down Votes,Month,Review text,Ratings,Cleaned Review Text,Sentiment
Nasrin Khan,Wonderful,"Certified Buyer, Bhawani Mandi",0.0,0.0,Feb 2020,Best in class followed by durabilityREAD MORE,5,best in class followed by durabilityread more,Positive
Anuraag gumudavelli,Delightful,"Certified Buyer, Hyderabad",0.0,0.0,Feb 2020,SuperREAD MORE,4,superread more,Positive
Flipkart Customer,Worth every penny,"Certified Buyer, Sonitpur District",0.0,0.0,Feb 2020,NO BADREAD MORE,3,no badread more,Positive
Deepak KS,Delightful,"Certified Buyer, Bangalore",0.0,0.0,Feb 2020,Good productREAD MORE,5,good productread more,Positive
Ramesh malladar,Just wow!,"Certified Buyer, Davanagere District",0.0,0.0,Feb 2020,The product is not genuine.U can identify by seeing the plastic cap of the boxREAD MORE,1,the product is not genuineu can identify by seeing the plastic cap of the boxread more,Positive
Shivam Salaria,Brilliant,"Certified Buyer, Pathankot",0.0,0.0,Feb 2020,Good productREAD MORE,5,good productread more,Positive
Flipkart Customer,Really Nice,"Certified Buyer, Navi Mumbai",0.0,0.0,Feb 2020,Super perfect flyREAD MORE,5,super perfect flyread more,Positive
Anit Amaladasan,Wonderful,"Certified Buyer, Kangeyam",0.0,0.0,Feb 2020,poor quality.....READ MORE,1,poor qualityread more,Positive
Flipkart Customer,Awesome,"Certified Buyer, Rajkot",0.0,0.0,Feb 2020,Good shuttleREAD MORE,5,good shuttleread more,Positive
Netai sarkar,Perfect product!,"Certified Buyer, Koch Bihar District",0.0,0.0,Feb 2020,Price is goodQuality is goodAnd also fast deliveryREAD MORE,5,price is goodquality is goodand also fast deliveryread more,Positive
Flipkart Customer,Terrific,"Certified Buyer, Bilaspur",0.0,0.0,Feb 2020,What a shuttle like yonex branding best shuttles everREAD MORE,5,what a shuttle like yonex branding best shuttles everread more,Positive
Flipkart Customer,Brilliant,"Certified Buyer, Bengaluru",0.0,0.0,Feb 2020,Better for both indoor and outdoorREAD MORE,4,better for both indoor and outdoorread more,Positive
Chandu  B,Worth the money,"Certified Buyer, Hyderabad",0.0,0.0,Feb 2020,NiceREAD MORE,5,niceread more,Positive
Kunal Nath,Simply awesome,"Certified Buyer, North Tripura",0.0,0.0,Feb 2020,goodREAD MORE,4,goodread more,Positive
Jagadeesh Puvvada,Did not meet expectations,"Certified Buyer, Kanigiri",0.0,0.0,Feb 2020,Best quality 👌READ MORE,5,best quality read more,Positive
Anoop  Singh,Delightful,"Certified Buyer, Amarpatan",0.0,0.0,Feb 2020,good stuff....READ MORE,5,good stuffread more,Positive
Muskan  Tamrakar,Awesome,"Certified Buyer, Ambada",0.0,0.0,Feb 2020,GoodREAD MORE,4,goodread more,Positive
Narendra Maruthi B,Wonderful,"Certified Buyer, Anantapur",0.0,0.0,Feb 2020,Good productREAD MORE,5,good productread more,Positive
Pankaj Kumar,Classy product,"Certified Buyer, Siwan",0.0,0.0,Feb 2020,nice shuttleREAD MORE,5,nice shuttleread more,Positive
Flipkart Customer,Simply awesome,"Certified Buyer, Dhanbad",0.0,0.0,Feb 2020,Very bice productREAD MORE,5,very bice productread more,Positive
Flipkart Customer,Good,"Certified Buyer, Kalady",0.0,0.0,Feb 2020,BestREAD MORE,5,bestread more,Positive
Flipkart Customer,Delightful,"Certified Buyer, Yadgir District",0.0,0.0,Feb 2020,Good qualityREAD MORE,5,good qualityread more,Positive
Ankit Chaudhary,Awesome,"Certified Buyer, Bilpahari",0.0,0.0,Feb 2020,"Good one , timely deliveredREAD MORE",4,good one  timely deliveredread more,Positive
Bhaskar  Praveen,Super!,"Certified Buyer, West Godavari District",0.0,0.0,Feb 2020,Aswm product i am happy with itREAD MORE,5,aswm product i am happy with itread more,Positive
Flipkart Customer,Nice product,"Certified Buyer, Bengaluru",0.0,0.0,Feb 2020,SuperREAD MORE,1,superread more,Positive
Nagappa B Patgar,Very Good,"Certified Buyer, Sirsi",0.0,0.0,Feb 2020,Nice one. Very durable.READ MORE,4,nice one very durableread more,Positive
Francis Kurian,Simply awesome,"Certified Buyer, Kottayam District",0.0,0.0,Feb 2020,Its quality is similar as i wanted....i satisfiedREAD MORE,5,its quality is similar as i wantedi satisfiedread more,Positive
Kanchan  Kumar,Best in the market!,"Certified Buyer, Madhubani District",0.0,0.0,Feb 2020,Good Product and Excellent ServiceREAD MORE,5,good product and excellent serviceread more,Positive
Flipkart Customer,Super!,"Certified Buyer, Tiruppur District",0.0,0.0,Feb 2020,Good qualityREAD MORE,5,good qualityread more,Positive
Flipkart Customer,Not recommended at all,"Certified Buyer, Manavalakurichi",0.0,0.0,Feb 2020,superbREAD MORE,5,superbread more,Positive
Toli  Ete,Highly recommended,"Certified Buyer, Yupia",0.0,0.0,Feb 2020,Some shuttle have flight problemREAD MORE,3,some shuttle have flight problemread more,Positive
Flipkart Customer,Just wow!,"Certified Buyer, Pune",0.0,0.0,Feb 2020,Good qualityREAD MORE,4,good qualityread more,Positive
Flipkart Customer,Simply awesome,"Certified Buyer, Mandi District",0.0,0.0,Feb 2020,AwsmREAD MORE,5,awsmread more,Positive
Flipkart Customer,Just wow!,"Certified Buyer, Maina Maujpur",0.0,0.0,Feb 2020,Got original ones .READ MORE,5,got original ones read more,Positive
Chandra Mohan Singh,Delightful,"Certified Buyer, Bhandara",0.0,0.0,Feb 2020,GoodREAD MORE,4,goodread more,Positive
Suraj Kumar Gupta,Pretty good,"Certified Buyer, Ghazipur District",0.0,0.0,Feb 2020,Good choiceREAD MORE,4,good choiceread more,Positive
Flipkart Customer,Good choice,"Certified Buyer, Chhindwara District",0.0,0.0,Feb 2020,Good service and good productREAD MORE,5,good service and good productread more,Positive
PRAVEENKUMAR JETTI,Perfect product!,"Certified Buyer, Guntur District",0.0,0.0,Feb 2020,ThankuREAD MORE,5,thankuread more,Positive
HEMANTH D,Terrific,"Certified Buyer, Sriperumbudur",0.0,0.0,Feb 2020,Not badREAD MORE,5,not badread more,Positive
Ravindra Satna,Brilliant,"Certified Buyer, Nellore",0.0,0.0,Feb 2020,Poor qualityREAD MORE,1,poor qualityread more,Positive
Narendra,Worth the money,"Certified Buyer, Araria District",0.0,0.0,Feb 2020,bestREAD MORE,5,bestread more,Positive
Fathima  Jaffari,Does the job,"Certified Buyer, East Godavari District",0.0,0.0,Feb 2020,goodREAD MORE,5,goodread more,Positive
Flipkart Customer,Great product,"Certified Buyer, Jalgaon Jamod",0.0,0.0,Feb 2020,Very goodREAD MORE,5,very goodread more,Positive
Roshan Kumar,Fair,"Certified Buyer, Guwahati",0.0,0.0,Feb 2020,GoodREAD MORE,5,goodread more,Positive
Daya Ram,Brilliant,"Certified Buyer, New Delhi",0.0,0.0,Feb 2020,Reliable..READ MORE,4,reliableread more,Positive
Deepak Dahiya,Waste of money!,"Certified Buyer, Bhiwani",0.0,0.0,Feb 2020,NiceREAD MORE,4,niceread more,Positive
Patel Akhtarraza,Excellent,"Certified Buyer, Bharuch District",0.0,0.0,Feb 2020,NiceREAD MORE,4,niceread more,Positive
Samuel chumbu Ronrang,Wonderful,"Certified Buyer, Sagalee",0.0,0.0,Feb 2020,NiceREAD MORE,5,niceread more,Positive
Sreenivasa Gupta,Delightful,"Certified Buyer, Anantapur",0.0,0.0,Feb 2020,Good we can buyREAD MORE,5,good we can buyread more,Positive
Suman Das,Not good,"Certified Buyer, Belonia",0.0,0.0,Feb 2020,Good product and timely deliveredREAD MORE,5,good product and timely deliveredread more,Positive
Andrew Touthang,Excellent,"Certified Buyer, New Delhi",0.0,0.0,Feb 2020,Not goodREAD MORE,4,not goodread more,Positive
Flipkart Customer,Awesome,"Certified Buyer, Handiaya",0.0,0.0,Feb 2020,GudREAD MORE,3,gudread more,Positive
Jabi A ,Perfect product!,"Certified Buyer, Thikkody",0.0,0.0,Feb 2020,bestREAD MORE,5,bestread more,Positive
Avijit Sinha,Brilliant,"Certified Buyer, Bidhan Nagar",0.0,0.0,Feb 2020,Damage product...READ MORE,3,damage productread more,Positive
Flipkart Customer,Classy product,"Certified Buyer, Bengaluru",0.0,0.0,Feb 2020,GoodREAD MORE,5,goodread more,Positive
K LAKSHMI KANTHA SARMA,Nice product,"Certified Buyer, Kurnool",0.0,0.0,Feb 2020,Very very bad qualtyREAD MORE,1,very very bad qualtyread more,Negative
Flipkart Customer,Highly recommended,"Certified Buyer, Kota",0.0,0.0,Feb 2020,great lovebitREAD MORE,5,great lovebitread more,Positive
Ansar ahmad Khan,Terrific purchase,"Certified Buyer, Jaunpur",0.0,0.0,Feb 2020,As regular 😇READ MORE,4,as regular read more,Positive
DR PRAKHAR SHARMA ,Highly recommended,"Certified Buyer, Sendhwa",0.0,0.0,Feb 2020,OkREAD MORE,4,okread more,Positive
Naman Kumar,Fabulous!,"Certified Buyer, Moradabad",0.0,0.0,Feb 2020,"Not For pro players, it wl hardly last 2daysFeather like quality bt low temperREAD MORE",2,not for pro players it wl hardly last 2daysfeather like quality bt low temperread more,Positive
Brijesh kumar  Srivastava,Nice product,"Certified Buyer, Allahabad",0.0,0.0,Feb 2020,"Good and lasting, it is normal, i think it is the bestREAD MORE",5,good and lasting it is normal i think it is the bestread more,Positive
SANJIB KUMAR KUNDU,Good quality product,"Certified Buyer, Hyderabad",0.0,0.0,Feb 2020,nice landing safely nice shuttlesssssREAD MORE,5,nice landing safely nice shuttlesssssread more,Positive
Flipkart Customer,Mind-blowing purchase,"Certified Buyer, Payyannur",0.0,0.0,Feb 2020,GoodREAD MORE,5,goodread more,Positive
Arvind Sahu,Very Good,"Certified Buyer, Lalganj",0.0,0.0,Feb 2020,Good quality of the productREAD MORE,5,good quality of the productread more,Positive
Optimus Prime,Great product,"Certified Buyer, Hyderabad",0.0,0.0,Feb 2020,good quality of shuttles.....READ MORE,5,good quality of shuttlesread more,Positive
Rishi Verma,Terrible product,"Certified Buyer, Hardoi",0.0,0.0,Feb 2020,GoodREAD MORE,4,goodread more,Positive
Sekhar reddy,Great product,"Certified Buyer, Chippada Pharma Sez",0.0,0.0,Feb 2020,Got with proper Yonex authenticationREAD MORE,5,got with proper yonex authenticationread more,Positive
Vikrant Chilkarwar,Just wow!,"Certified Buyer, Jalna",0.0,0.0,Feb 2020,thank you....READ MORE,5,thank youread more,Positive
Nawaz  Ansari,Very poor,"Certified Buyer, Naini Industrial Area",0.0,0.0,Feb 2020,Excellent condition/performance...READ MORE,5,excellent conditionperformanceread more,Positive
Yashwanth,Best in the market!,"Certified Buyer, Tiptur",0.0,0.0,Feb 2020,goodREAD MORE,5,goodread more,Positive
Abhijith prabhakaran,Good quality product,"Certified Buyer, Thikkody",0.0,0.0,Feb 2020,ExcellentREAD MORE,4,excellentread more,Positive
DASARI SRINIVASA YASWANTH,Very Good,"Certified Buyer, Vadodara District",0.0,0.0,Feb 2020,GoodREAD MORE,4,goodread more,Positive
Narayan Sabat,Super!,"Certified Buyer, Mejia Thermal Power Township",0.0,0.0,Feb 2020,GoodREAD MORE,5,goodread more,Positive
Saurabh Rao,Perfect product!,"Certified Buyer, Greater Noida",0.0,0.0,Feb 2020,Awesome look & materialREAD MORE,4,awesome look  materialread more,Positive
Kushal S/O Umesh D R,Just okay,"Certified Buyer, Hassan",0.0,0.0,Feb 2020,I love this productREAD MORE,5,i love this productread more,Positive
Srinivas Gopalam,Unsatisfactory,"Certified Buyer, Guntur District",0.0,0.0,Feb 2020,Items quality are too badREAD MORE,1,items quality are too badread more,Positive
Flipkart Customer,Value-for-money,"Certified Buyer, Kadapa",0.0,0.0,Feb 2020,MiceREAD MORE,5,miceread more,Positive
Flipkart Customer,Super!,"Certified Buyer, Navsari",0.0,0.0,Feb 2020,OkREAD MORE,5,okread more,Positive
Flipkart Customer,Great product,"Certified Buyer, Krishna District",0.0,0.0,Feb 2020,Only for 2-4 game ...Very bad quality..not as original productREAD MORE,1,only for 24 game very bad qualitynot as original productread more,Negative
Somashekara V Tumkur,Really Nice,"Certified Buyer, Tumkur District",0.0,0.0,Feb 2020,niceREAD MORE,5,niceread more,Positive
rajath bk,Worth the money,"Certified Buyer, Pune",0.0,0.0,Feb 2020,Quality slightly decrease compared with oldREAD MORE,4,quality slightly decrease compared with oldread more,Positive
Yogita  Shirodkar,Great product,"Certified Buyer, Malwan",0.0,0.0,Feb 2020,BestREAD MORE,4,bestread more,Positive
Vijay Kumar,Classy product,"Certified Buyer, Bengaluru",0.0,0.0,Feb 2020,GoodREAD MORE,5,goodread more,Positive
My Account,Best in the market!,"Certified Buyer, Nirmal District",0.0,0.0,Feb 2020,Good shuttleREAD MORE,5,good shuttleread more,Positive
Uma Dawar,Super!,"Certified Buyer, Ratnagiri",0.0,0.0,Feb 2020,Kk good not badREAD MORE,3,kk good not badread more,Positive
Riz ali  Customer,Very poor,"Certified Buyer, Vadodara",0.0,0.0,Feb 2020,wast of money cheap qualityREAD MORE,1,wast of money cheap qualityread more,Positive
wayedul Islam,Wonderful,"Certified Buyer, Pune",0.0,0.0,Feb 2020,AwsomeREAD MORE,4,awsomeread more,Positive
Ram Prakash,Awesome,"Certified Buyer, Mathura",0.0,0.0,Feb 2020,good productREAD MORE,5,good productread more,Positive
Narasimha Murthy Bontu,Highly recommended,"Certified Buyer, Thane District",0.0,0.0,Feb 2020,superREAD MORE,5,superread more,Positive
Ranjith kr,Excellent,"Certified Buyer, Kasaragod District",0.0,0.0,Feb 2020,good gualityREAD MORE,4,good gualityread more,Positive
Prashanth Ganeshula,Value-for-money,"Certified Buyer, Chennai",0.0,0.0,Feb 2020,Genuine product low cost👍READ MORE,4,genuine product low costread more,Positive
King Richy,Wonderful,"Certified Buyer, Ranchi",0.0,0.0,Feb 2020,very good product. speed of the shuttle in the air is good.READ MORE,5,very good product speed of the shuttle in the air is goodread more,Positive
Mohit,Utterly Disappointed,"Certified Buyer, Uklanamandi",0.0,0.0,Feb 2020,Very goodREAD MORE,5,very goodread more,Positive
Akhil Subran,Simply awesome,"Certified Buyer, Thrissur District",0.0,0.0,Feb 2020,Good qualityREAD MORE,5,good qualityread more,Positive
Flipkart Customer,Does the job,"Certified Buyer, Kottayam District",0.0,0.0,Feb 2020,kwality is best ..READ MORE,5,kwality is best read more,Positive
fazal Rahman,Great product,"Certified Buyer, Malappuram District",0.0,0.0,Feb 2020,bad quality .. don't waste your money ...READ MORE,1,bad quality  dont waste your money read more,Negative
Flipkart Customer,Good,"Certified Buyer, Dakshina Kannada District",0.0,0.0,Feb 2020,goodREAD MORE,4,goodread more,Positive
Chandru S U,Not good,"Certified Buyer, Bengaluru",0.0,0.0,Feb 2020,Wonderful product delivered timely by Flipkart. Thank you filipkart.READ MORE,5,wonderful product delivered timely by flipkart thank you filipkartread more,Positive
Chethan Balajiga,Best in the market!,"Certified Buyer, Bangalore",0.0,0.0,Feb 2020,Quality is excellentREAD MORE,5,quality is excellentread more,Positive
"Bapi panda,jagannath prasad(ganjam) Bapi",Best in the market!,"Certified Buyer, Ganjam District",0.0,0.0,Feb 2020,niceREAD MORE,5,niceread more,Positive
Santosh Dhore,Simply awesome,"Certified Buyer, Pune",0.0,0.0,Feb 2020,Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart.READ MORE,4,best choice for indian conditions lasts longer for beginners and intermediate players always receiving original product from flipkartread more,Positive
MAHADEB  KISKU,Fair,"Certified Buyer, Salem",0.0,0.0,Feb 2020,Nice product.......... durable alsoREAD MORE,4,nice product durable alsoread more,Positive
Kumar Mayank,Just wow!,"Certified Buyer, Ghazipur",0.0,0.0,Feb 2020,Not likedREAD MORE,1,not likedread more,Positive
Sunil Vishwakarma,Good choice,"Certified Buyer, Boisar",0.0,0.0,Feb 2020,lasting....READ MORE,5,lastingread more,Positive
Flipkart Customer,Great product,"Certified Buyer, Surat",0.0,0.0,Feb 2020,GoodREAD MORE,3,goodread more,Positive
SAI Kiran,Wonderful,"Certified Buyer, Hyderabad",0.0,0.0,Feb 2020,GoodREAD MORE,5,goodread more,Positive
Bhawani shankar Panigrahi,Worth the money,"Certified Buyer, East District",0.0,0.0,Feb 2020,niceREAD MORE,3,niceread more,Positive
VIJAY DHAKAD,Just wow!,"Certified Buyer, Mahasamund",0.0,0.0,Feb 2020,In 6 Shuttles only 2 are original shuttles....READ MORE,2,in 6 shuttles only 2 are original shuttlesread more,Positive
deepak kumar barik,Good choice,"Certified Buyer, Sundergarh",0.0,0.0,Feb 2020,Super QualityREAD MORE,5,super qualityread more,Positive
Flipkart Customer,Nice,"Certified Buyer, Kachchh District",0.0,0.0,Feb 2020,good just like feather shuttleREAD MORE,5,good just like feather shuttleread more,Positive
Flipkart Customer,Mind-blowing purchase,"Certified Buyer, Ponnani",0.0,0.0,Feb 2020,Quality good.... cheaper than shops...speed ok...READ MORE,5,quality good cheaper than shopsspeed okread more,Positive
prasobh B,Hated it!,"Certified Buyer, Mavelikkara",0.0,0.0,Feb 2020,okREAD MORE,3,okread more,Positive
Flipkart Customer,Simply awesome,"Certified Buyer, Hata",0.0,0.0,Feb 2020,Best in Value. Used it.READ MORE,5,best in value used itread more,Positive
Rakesh Kumar,Just wow!,"Certified Buyer, Bengaluru",0.0,0.0,Feb 2020,Original productREAD MORE,4,original productread more,Positive
MD TOUSIF   AHAMAD,Wonderful,"Certified Buyer, Dharmanagar",0.0,0.0,Feb 2020,good qualityREAD MORE,5,good qualityread more,Positive
Mohd Mokshud Ahmed,Wonderful,"Certified Buyer, Karimganj District",0.0,0.0,Feb 2020,Bit costlyREAD MORE,5,bit costlyread more,Positive
